epoch_idx,k,n_collected,decode_success,c,delta,trial,seed
0,9854,474,0,0.1,0.05,49,random
0,9854,475,0,0.1,0.05,49,random
0,9854,476,0,0.1,0.05,49,random
0,9854,477,0,0.1,0.05,49,random
0,9854,478,0,0.1,0.05,49,random
0,9854,479,0,0.1,0.05,49,random
0,9854,480,0,0.1,0.05,49,random
0,9854,481,0,0.1,0.05,49,random
0,9854,482,0,0.1,0.05,49,random
0,9854,483,0,0.1,0.05,49,random
0,9854,484,0,0.1,0.05,49,random
0,9854,485,0,0.1,0.05,49,random
0,9854,486,0,0.1,0.05,49,random
0,9854,487,0,0.1,0.05,49,random
0,9854,488,0,0.1,0.05,49,random
0,9854,489,0,0.1,0.05,49,random
0,9854,490,0,0.1,0.05,49,random
0,9854,491,0,0.1,0.05,49,random
0,9854,492,0,0.1,0.05,49,random
0,9854,493,0,0.1,0.05,49,random
0,9854,494,0,0.1,0.05,49,random
0,9854,495,0,0.1,0.05,49,random
0,9854,496,0,0.1,0.05,49,random
0,9854,497,0,0.1,0.05,49,random
0,9854,498,0,0.1,0.05,49,random
0,9854,499,0,0.1,0.05,49,random
0,9854,500,0,0.1,0.05,49,random
0,9854,501,0,0.1,0.05,49,random
0,9854,502,0,0.1,0.05,49,random
0,9854,503,0,0.1,0.05,49,random
0,9854,504,0,0.1,0.05,49,random
0,9854,505,0,0.1,0.05,49,random
0,9854,506,0,0.1,0.05,49,random
0,9854,507,0,0.1,0.05,49,random
0,9854,508,0,0.1,0.05,49,random
0,9854,509,0,0.1,0.05,49,random
0,9854,510,0,0.1,0.05,49,random
0,9854,511,0,0.1,0.05,49,random
0,9854,512,0,0.1,0.05,49,random
0,9854,513,0,0.1,0.05,49,random
0,9854,514,0,0.1,0.05,49,random
0,9854,515,0,0.1,0.05,49,random
0,9854,516,0,0.1,0.05,49,random
0,9854,517,0,0.1,0.05,49,random
0,9854,518,0,0.1,0.05,49,random
0,9854,519,0,0.1,0.05,49,random
0,9854,520,0,0.1,0.05,49,random
0,9854,521,0,0.1,0.05,49,random
0,9854,522,0,0.1,0.05,49,random
0,9854,523,0,0.1,0.05,49,random
0,9854,524,0,0.1,0.05,49,random
0,9854,525,0,0.1,0.05,49,random
0,9854,526,0,0.1,0.05,49,random
0,9854,527,0,0.1,0.05,49,random
0,9854,528,0,0.1,0.05,49,random
0,9854,529,0,0.1,0.05,49,random
0,9854,530,0,0.1,0.05,49,random
0,9854,531,0,0.1,0.05,49,random
0,9854,532,0,0.1,0.05,49,random
0,9854,533,0,0.1,0.05,49,random
0,9854,534,0,0.1,0.05,49,random
0,9854,535,0,0.1,0.05,49,random
0,9854,536,0,0.1,0.05,49,random
0,9854,537,0,0.1,0.05,49,random
0,9854,538,0,0.1,0.05,49,random
0,9854,539,0,0.1,0.05,49,random
0,9854,540,0,0.1,0.05,49,random
0,9854,541,0,0.1,0.05,49,random
0,9854,542,0,0.1,0.05,49,random
0,9854,543,0,0.1,0.05,49,random
0,9854,544,0,0.1,0.05,49,random
0,9854,545,0,0.1,0.05,49,random
0,9854,546,0,0.1,0.05,49,random
0,9854,547,0,0.1,0.05,49,random
0,9854,548,0,0.1,0.05,49,random
0,9854,549,0,0.1,0.05,49,random
